table_id,Statistic,Year,Sex,Age.Group,value
HIS09,Occasional smokers,2023,Female,75 years and over,2.8
HIS09,Occasional smokers,2024,Male,15 - 19 years,3.8
HIS09,Occasional smokers,2024,Male,20 - 24 years,10.3
HIS09,Occasional smokers,2024,Male,25 - 29 years,9.9
HIS09,Occasional smokers,2024,Male,30 - 34 years,5.9
HIS09,Occasional smokers,2024,Male,35 - 39 years,6
HIS09,Occasional smokers,2024,Male,40 - 44 years,4.6
HIS09,Occasional smokers,2024,Male,45 - 49 years,4.1
HIS09,Occasional smokers,2024,Male,50 - 54 years,3.7
HIS09,Occasional smokers,2024,Male,55 - 59 years,1
HIS09,Occasional smokers,2024,Male,60 - 64 years,2.2
HIS09,Occasional smokers,2024,Male,65 - 69 years,1.5
HIS09,Occasional smokers,2024,Male,70 - 74 years,0.7
HIS09,Occasional smokers,2024,Male,75 years and over,0.8
HIS09,Occasional smokers,2024,Female,15 - 19 years,4.5
HIS09,Occasional smokers,2024,Female,20 - 24 years,5.4
HIS09,Occasional smokers,2024,Female,25 - 29 years,4
HIS09,Occasional smokers,2024,Female,30 - 34 years,5.6
HIS09,Occasional smokers,2024,Female,35 - 39 years,2.4
HIS09,Occasional smokers,2024,Female,40 - 44 years,4.7
HIS09,Occasional smokers,2024,Female,45 - 49 years,3.1
HIS09,Occasional smokers,2024,Female,50 - 54 years,1
HIS09,Occasional smokers,2024,Female,55 - 59 years,0.9
HIS09,Occasional smokers,2024,Female,60 - 64 years,0.7
HIS09,Occasional smokers,2024,Female,65 - 69 years,0.7
HIS09,Occasional smokers,2024,Female,70 - 74 years,1.1
HIS09,Occasional smokers,2024,Female,75 years and over,0.5
HIS09,Non smokers,2015,Male,15 - 19 years,90.2
HIS09,Non smokers,2015,Male,20 - 24 years,70.2
HIS09,Non smokers,2015,Male,25 - 29 years,64
HIS09,Non smokers,2015,Male,30 - 34 years,65.2
HIS09,Non smokers,2015,Male,35 - 39 years,71.5
HIS09,Non smokers,2015,Male,40 - 44 years,73.3
HIS09,Non smokers,2015,Male,45 - 49 years,71.2
HIS09,Non smokers,2015,Male,50 - 54 years,72.8
HIS09,Non smokers,2015,Male,55 - 59 years,82.3
HIS09,Non smokers,2015,Male,60 - 64 years,82.5
HIS09,Non smokers,2015,Male,65 - 69 years,79.4
HIS09,Non smokers,2015,Male,70 - 74 years,86.1
HIS09,Non smokers,2015,Male,75 years and over,92.9
HIS09,Non smokers,2015,Female,15 - 19 years,87.1
HIS09,Non smokers,2015,Female,20 - 24 years,70.5
HIS09,Non smokers,2015,Female,25 - 29 years,69.5
HIS09,Non smokers,2015,Female,30 - 34 years,71.7
HIS09,Non smokers,2015,Female,35 - 39 years,78.6
HIS09,Non smokers,2015,Female,40 - 44 years,70.7
HIS09,Non smokers,2015,Female,45 - 49 years,76.9
HIS09,Non smokers,2015,Female,50 - 54 years,78.9
HIS09,Non smokers,2015,Female,55 - 59 years,83.1
HIS09,Non smokers,2015,Female,60 - 64 years,80.5
HIS09,Non smokers,2015,Female,65 - 69 years,86.3
HIS09,Non smokers,2015,Female,70 - 74 years,88.2
HIS09,Non smokers,2015,Female,75 years and over,92.8
HIS09,Non smokers,2016,Male,15 - 19 years,86.8
HIS09,Non smokers,2016,Male,20 - 24 years,73.2
HIS09,Non smokers,2016,Male,25 - 29 years,60.6
HIS09,Non smokers,2016,Male,30 - 34 years,56.6
HIS09,Non smokers,2016,Male,35 - 39 years,63.7
HIS09,Non smokers,2016,Male,40 - 44 years,73.1
HIS09,Non smokers,2016,Male,45 - 49 years,73.6
HIS09,Non smokers,2016,Male,50 - 54 years,76.3
HIS09,Non smokers,2016,Male,55 - 59 years,79.6
HIS09,Non smokers,2016,Male,60 - 64 years,80.8
HIS09,Non smokers,2016,Male,65 - 69 years,84.6
HIS09,Non smokers,2016,Male,70 - 74 years,88.3
HIS09,Non smokers,2016,Male,75 years and over,87.9
HIS09,Non smokers,2016,Female,15 - 19 years,85.9
HIS09,Non smokers,2016,Female,20 - 24 years,69.7
HIS09,Non smokers,2016,Female,25 - 29 years,77.7
HIS09,Non smokers,2016,Female,30 - 34 years,72.2
HIS09,Non smokers,2016,Female,35 - 39 years,78.7
HIS09,Non smokers,2016,Female,40 - 44 years,80.3
HIS09,Non smokers,2016,Female,45 - 49 years,75.9
HIS09,Non smokers,2016,Female,50 - 54 years,78.6
HIS09,Non smokers,2016,Female,55 - 59 years,80.3
HIS09,Non smokers,2016,Female,60 - 64 years,87.5
HIS09,Non smokers,2016,Female,65 - 69 years,88.1
HIS09,Non smokers,2016,Female,70 - 74 years,84.6
HIS09,Non smokers,2016,Female,75 years and over,92.9
HIS09,Non smokers,2017,Male,15 - 19 years,87.6
HIS09,Non smokers,2017,Male,20 - 24 years,66.8
HIS09,Non smokers,2017,Male,25 - 29 years,60.5
HIS09,Non smokers,2017,Male,30 - 34 years,62.4
HIS09,Non smokers,2017,Male,35 - 39 years,69.7
HIS09,Non smokers,2017,Male,40 - 44 years,76.3
HIS09,Non smokers,2017,Male,45 - 49 years,78
HIS09,Non smokers,2017,Male,50 - 54 years,77.5
HIS09,Non smokers,2017,Male,55 - 59 years,75
HIS09,Non smokers,2017,Male,60 - 64 years,80.8
HIS09,Non smokers,2017,Male,65 - 69 years,79.4
HIS09,Non smokers,2017,Male,70 - 74 years,84.7
HIS09,Non smokers,2017,Male,75 years and over,88.7
HIS09,Non smokers,2017,Female,15 - 19 years,89
HIS09,Non smokers,2017,Female,20 - 24 years,76.8
HIS09,Non smokers,2017,Female,25 - 29 years,66.9
HIS09,Non smokers,2017,Female,30 - 34 years,71
HIS09,Non smokers,2017,Female,35 - 39 years,76.7
HIS09,Non smokers,2017,Female,40 - 44 years,81.7
HIS09,Non smokers,2017,Female,45 - 49 years,77.6
HIS09,Non smokers,2017,Female,50 - 54 years,82
HIS09,Non smokers,2017,Female,55 - 59 years,76.9
HIS09,Non smokers,2017,Female,60 - 64 years,86.2
HIS09,Non smokers,2017,Female,65 - 69 years,83.1
HIS09,Non smokers,2017,Female,70 - 74 years,90.6
HIS09,Non smokers,2017,Female,75 years and over,92.1
HIS09,Non smokers,2018,Male,15 - 19 years,87
HIS09,Non smokers,2018,Male,20 - 24 years,69
HIS09,Non smokers,2018,Male,25 - 29 years,66.1
HIS09,Non smokers,2018,Male,30 - 34 years,69.3
HIS09,Non smokers,2018,Male,35 - 39 years,68.3
HIS09,Non smokers,2018,Male,40 - 44 years,77.2
HIS09,Non smokers,2018,Male,45 - 49 years,81.5
HIS09,Non smokers,2018,Male,50 - 54 years,79
HIS09,Non smokers,2018,Male,55 - 59 years,78.7
HIS09,Non smokers,2018,Male,60 - 64 years,80.1
HIS09,Non smokers,2018,Male,65 - 69 years,84.3
HIS09,Non smokers,2018,Male,70 - 74 years,86.2
HIS09,Non smokers,2018,Male,75 years and over,91.7
HIS09,Non smokers,2018,Female,15 - 19 years,97.6
HIS09,Non smokers,2018,Female,20 - 24 years,68.5
HIS09,Non smokers,2018,Female,25 - 29 years,73.7
HIS09,Non smokers,2018,Female,30 - 34 years,78.1
HIS09,Non smokers,2018,Female,35 - 39 years,80.9
HIS09,Non smokers,2018,Female,40 - 44 years,84.7
HIS09,Non smokers,2018,Female,45 - 49 years,81.1
HIS09,Non smokers,2018,Female,50 - 54 years,83.9
HIS09,Non smokers,2018,Female,55 - 59 years,83.6
HIS09,Non smokers,2018,Female,60 - 64 years,79.9
HIS09,Non smokers,2018,Female,65 - 69 years,91.3
HIS09,Non smokers,2018,Female,70 - 74 years,87.4
HIS09,Non smokers,2018,Female,75 years and over,92.2
HIS09,Non smokers,2021,Male,15 - 19 years,90.1
HIS09,Non smokers,2021,Male,20 - 24 years,73.8
HIS09,Non smokers,2021,Male,25 - 29 years,76.9
HIS09,Non smokers,2021,Male,30 - 34 years,77.3
HIS09,Non smokers,2021,Male,35 - 39 years,77.5
HIS09,Non smokers,2021,Male,40 - 44 years,73.8
HIS09,Non smokers,2021,Male,45 - 49 years,76.7
HIS09,Non smokers,2021,Male,50 - 54 years,74.7
HIS09,Non smokers,2021,Male,55 - 59 years,81.8
HIS09,Non smokers,2021,Male,60 - 64 years,79
HIS09,Non smokers,2021,Male,65 - 69 years,88.3
HIS09,Non smokers,2021,Male,70 - 74 years,91.8
HIS09,Non smokers,2021,Male,75 years and over,91.6
HIS09,Non smokers,2021,Female,15 - 19 years,94.3
HIS09,Non smokers,2021,Female,20 - 24 years,84.8
HIS09,Non smokers,2021,Female,25 - 29 years,78.1
HIS09,Non smokers,2021,Female,30 - 34 years,85.6
HIS09,Non smokers,2021,Female,35 - 39 years,80.9
HIS09,Non smokers,2021,Female,40 - 44 years,82
HIS09,Non smokers,2021,Female,45 - 49 years,78.6
HIS09,Non smokers,2021,Female,50 - 54 years,76
HIS09,Non smokers,2021,Female,55 - 59 years,80.7
HIS09,Non smokers,2021,Female,60 - 64 years,82.1
HIS09,Non smokers,2021,Female,65 - 69 years,85.4
HIS09,Non smokers,2021,Female,70 - 74 years,88.5
HIS09,Non smokers,2021,Female,75 years and over,94
HIS09,Non smokers,2022,Male,15 - 19 years,90.5
HIS09,Non smokers,2022,Male,20 - 24 years,73.4
HIS09,Non smokers,2022,Male,25 - 29 years,63.3
HIS09,Non smokers,2022,Male,30 - 34 years,67.4
HIS09,Non smokers,2022,Male,35 - 39 years,76.2
HIS09,Non smokers,2022,Male,40 - 44 years,74.9
HIS09,Non smokers,2022,Male,45 - 49 years,77.9
HIS09,Non smokers,2022,Male,50 - 54 years,79.8
HIS09,Non smokers,2022,Male,55 - 59 years,80.5
HIS09,Non smokers,2022,Male,60 - 64 years,84.9
HIS09,Non smokers,2022,Male,65 - 69 years,83.1
HIS09,Non smokers,2022,Male,70 - 74 years,86.7
HIS09,Non smokers,2022,Male,75 years and over,92.1
HIS09,Non smokers,2022,Female,15 - 19 years,88.5
HIS09,Non smokers,2022,Female,20 - 24 years,84.9
HIS09,Non smokers,2022,Female,25 - 29 years,88.1
HIS09,Non smokers,2022,Female,30 - 34 years,84.2
HIS09,Non smokers,2022,Female,35 - 39 years,83.7
HIS09,Non smokers,2022,Female,40 - 44 years,82.1
HIS09,Non smokers,2022,Female,45 - 49 years,81.5
HIS09,Non smokers,2022,Female,50 - 54 years,80.9
HIS09,Non smokers,2022,Female,55 - 59 years,81
HIS09,Non smokers,2022,Female,60 - 64 years,83
HIS09,Non smokers,2022,Female,65 - 69 years,89.1
HIS09,Non smokers,2022,Female,70 - 74 years,90.4
HIS09,Non smokers,2022,Female,75 years and over,92.6
HIS09,Non smokers,2023,Male,15 - 19 years,83.4
HIS09,Non smokers,2023,Male,20 - 24 years,75.8
HIS09,Non smokers,2023,Male,25 - 29 years,71.9
HIS09,Non smokers,2023,Male,30 - 34 years,70.7
HIS09,Non smokers,2023,Male,35 - 39 years,71.7
HIS09,Non smokers,2023,Male,40 - 44 years,77.9
HIS09,Non smokers,2023,Male,45 - 49 years,79.9
HIS09,Non smokers,2023,Male,50 - 54 years,77.7
HIS09,Non smokers,2023,Male,55 - 59 years,82.9
HIS09,Non smokers,2023,Male,60 - 64 years,81.2
HIS09,Non smokers,2023,Male,65 - 69 years,89.4
HIS09,Non smokers,2023,Male,70 - 74 years,84.5
HIS09,Non smokers,2023,Male,75 years and over,93.7
HIS09,Non smokers,2023,Female,15 - 19 years,83
HIS09,Non smokers,2023,Female,20 - 24 years,83.5
HIS09,Non smokers,2023,Female,25 - 29 years,86
HIS09,Non smokers,2023,Female,30 - 34 years,82.9
HIS09,Non smokers,2023,Female,35 - 39 years,83.2
HIS09,Non smokers,2023,Female,40 - 44 years,84.1
HIS09,Non smokers,2023,Female,45 - 49 years,85.9
HIS09,Non smokers,2023,Female,50 - 54 years,84
HIS09,Non smokers,2023,Female,55 - 59 years,85.3
HIS09,Non smokers,2023,Female,60 - 64 years,83
HIS09,Non smokers,2023,Female,65 - 69 years,85.6
HIS09,Non smokers,2023,Female,70 - 74 years,95.3
HIS09,Non smokers,2023,Female,75 years and over,88.8
HIS09,Non smokers,2024,Male,15 - 19 years,89.2
HIS09,Non smokers,2024,Male,20 - 24 years,75.4
HIS09,Non smokers,2024,Male,25 - 29 years,73.5
HIS09,Non smokers,2024,Male,30 - 34 years,77.2
HIS09,Non smokers,2024,Male,35 - 39 years,75.3
HIS09,Non smokers,2024,Male,40 - 44 years,79.3
HIS09,Non smokers,2024,Male,45 - 49 years,77.1
HIS09,Non smokers,2024,Male,50 - 54 years,77.5
HIS09,Non smokers,2024,Male,55 - 59 years,77
HIS09,Non smokers,2024,Male,60 - 64 years,80
HIS09,Non smokers,2024,Male,65 - 69 years,87.2
HIS09,Non smokers,2024,Male,70 - 74 years,89.6
HIS09,Non smokers,2024,Male,75 years and over,94.9
HIS09,Non smokers,2024,Female,15 - 19 years,86.4
HIS09,Non smokers,2024,Female,20 - 24 years,83.7
HIS09,Non smokers,2024,Female,25 - 29 years,86.7
HIS09,Non smokers,2024,Female,30 - 34 years,83
HIS09,Non smokers,2024,Female,35 - 39 years,85.4
HIS09,Non smokers,2024,Female,40 - 44 years,83.5
HIS09,Non smokers,2024,Female,45 - 49 years,81.4
HIS09,Non smokers,2024,Female,50 - 54 years,85.9
HIS09,Non smokers,2024,Female,55 - 59 years,85.4
HIS09,Non smokers,2024,Female,60 - 64 years,81.1
HIS09,Non smokers,2024,Female,65 - 69 years,82.8
HIS09,Non smokers,2024,Female,70 - 74 years,86.9
HIS09,Non smokers,2024,Female,75 years and over,91.9
HSPAO11,GP visit in last 12 months,2015,Male,15 - 19 years,55.7
HSPAO11,GP visit in last 12 months,2015,Male,20 - 24 years,54
HSPAO11,GP visit in last 12 months,2015,Male,25 - 29 years,55.1
HSPAO11,GP visit in last 12 months,2015,Male,30 - 34 years,54.1
HSPAO11,GP visit in last 12 months,2015,Male,35 - 39 years,55.4
HSPAO11,GP visit in last 12 months,2015,Male,40 - 44 years,61.8
HSPAO11,GP visit in last 12 months,2015,Male,45 - 49 years,62.2
HSPAO11,GP visit in last 12 months,2015,Male,50 - 54 years,67.4
HSPAO11,GP visit in last 12 months,2015,Male,55 - 59 years,83
HSPAO11,GP visit in last 12 months,2015,Male,60 - 64 years,83.9
HSPAO11,GP visit in last 12 months,2015,Male,65 - 69 years,82.3
HSPAO11,GP visit in last 12 months,2015,Male,70 - 74 years,94.3
HSPAO11,GP visit in last 12 months,2015,Male,75 years and over,94.2
HSPAO11,GP visit in last 12 months,2015,Female,15 - 19 years,72.4
HSPAO11,GP visit in last 12 months,2015,Female,20 - 24 years,73.9
HSPAO11,GP visit in last 12 months,2015,Female,25 - 29 years,74
HSPAO11,GP visit in last 12 months,2015,Female,30 - 34 years,73.3
HSPAO11,GP visit in last 12 months,2015,Female,35 - 39 years,71.7
HSPAO11,GP visit in last 12 months,2015,Female,40 - 44 years,75.1
HSPAO11,GP visit in last 12 months,2015,Female,45 - 49 years,67.7
HSPAO11,GP visit in last 12 months,2015,Female,50 - 54 years,76.5
HSPAO11,GP visit in last 12 months,2015,Female,55 - 59 years,77.4
HSPAO11,GP visit in last 12 months,2015,Female,60 - 64 years,86.1
HSPAO11,GP visit in last 12 months,2015,Female,65 - 69 years,91.1
HSPAO11,GP visit in last 12 months,2015,Female,70 - 74 years,95
HSPAO11,GP visit in last 12 months,2015,Female,75 years and over,95.1
HSPAO11,GP visit in last 12 months,2016,Male,15 - 19 years,60.8
HSPAO11,GP visit in last 12 months,2016,Male,20 - 24 years,56.8
HSPAO11,GP visit in last 12 months,2016,Male,25 - 29 years,53.6
HSPAO11,GP visit in last 12 months,2016,Male,30 - 34 years,52.7
HSPAO11,GP visit in last 12 months,2016,Male,35 - 39 years,59.8
HSPAO11,GP visit in last 12 months,2016,Male,40 - 44 years,59.9
HSPAO11,GP visit in last 12 months,2016,Male,45 - 49 years,69.2
HSPAO11,GP visit in last 12 months,2016,Male,50 - 54 years,68.6
HSPAO11,GP visit in last 12 months,2016,Male,55 - 59 years,74.4
HSPAO11,GP visit in last 12 months,2016,Male,60 - 64 years,78.5
HSPAO11,GP visit in last 12 months,2016,Male,65 - 69 years,85.8
HSPAO11,GP visit in last 12 months,2016,Male,70 - 74 years,93.1
HSPAO11,GP visit in last 12 months,2016,Male,75 years and over,93.3
HSPAO11,GP visit in last 12 months,2016,Female,15 - 19 years,72.9
HSPAO11,GP visit in last 12 months,2016,Female,20 - 24 years,76.5
HSPAO11,GP visit in last 12 months,2016,Female,25 - 29 years,69.2
HSPAO11,GP visit in last 12 months,2016,Female,30 - 34 years,77.3
HSPAO11,GP visit in last 12 months,2016,Female,35 - 39 years,71.1
HSPAO11,GP visit in last 12 months,2016,Female,40 - 44 years,74.4
HSPAO11,GP visit in last 12 months,2016,Female,45 - 49 years,73.7
HSPAO11,GP visit in last 12 months,2016,Female,50 - 54 years,77.2
HSPAO11,GP visit in last 12 months,2016,Female,55 - 59 years,79.4
HSPAO11,GP visit in last 12 months,2016,Female,60 - 64 years,87.1
HSPAO11,GP visit in last 12 months,2016,Female,65 - 69 years,85.8
HSPAO11,GP visit in last 12 months,2016,Female,70 - 74 years,93.8
HSPAO11,GP visit in last 12 months,2016,Female,75 years and over,95.2
HSPAO11,GP visit in last 12 months,2018,Male,15 - 19 years,58.3
HSPAO11,GP visit in last 12 months,2018,Male,20 - 24 years,53.7
HSPAO11,GP visit in last 12 months,2018,Male,25 - 29 years,53.4
HSPAO11,GP visit in last 12 months,2018,Male,30 - 34 years,54.6
HSPAO11,GP visit in last 12 months,2018,Male,35 - 39 years,57.3
HSPAO11,GP visit in last 12 months,2018,Male,40 - 44 years,64.5
HSPAO11,GP visit in last 12 months,2018,Male,45 - 49 years,67.5
HSPAO11,GP visit in last 12 months,2018,Male,50 - 54 years,78.2
HSPAO11,GP visit in last 12 months,2018,Male,55 - 59 years,74.8
HSPAO11,GP visit in last 12 months,2018,Male,60 - 64 years,82.9
HSPAO11,GP visit in last 12 months,2018,Male,65 - 69 years,90.1
HSPAO11,GP visit in last 12 months,2018,Male,70 - 74 years,93.2
HSPAO11,GP visit in last 12 months,2018,Male,75 years and over,92.1
HSPAO11,GP visit in last 12 months,2018,Female,15 - 19 years,67.9
HSPAO11,GP visit in last 12 months,2018,Female,20 - 24 years,78.6
HSPAO11,GP visit in last 12 months,2018,Female,25 - 29 years,74.8
HSPAO11,GP visit in last 12 months,2018,Female,30 - 34 years,75.9
HSPAO11,GP visit in last 12 months,2018,Female,35 - 39 years,76.2
HSPAO11,GP visit in last 12 months,2018,Female,40 - 44 years,72.8
HSPAO11,GP visit in last 12 months,2018,Female,45 - 49 years,71.2
HSPAO11,GP visit in last 12 months,2018,Female,50 - 54 years,80.3
HSPAO11,GP visit in last 12 months,2018,Female,55 - 59 years,76.8
HSPAO11,GP visit in last 12 months,2018,Female,60 - 64 years,85
HSPAO11,GP visit in last 12 months,2018,Female,65 - 69 years,89.5
HSPAO11,GP visit in last 12 months,2018,Female,70 - 74 years,92.7
HSPAO11,GP visit in last 12 months,2018,Female,75 years and over,96.6
HSPAO11,GP visit in last 12 months,2021,Male,15 - 19 years,55.6
HSPAO11,GP visit in last 12 months,2021,Male,20 - 24 years,48.6
HSPAO11,GP visit in last 12 months,2021,Male,25 - 29 years,50.6
HSPAO11,GP visit in last 12 months,2021,Male,30 - 34 years,41.7
HSPAO11,GP visit in last 12 months,2021,Male,35 - 39 years,51.7
HSPAO11,GP visit in last 12 months,2021,Male,40 - 44 years,52.5
HSPAO11,GP visit in last 12 months,2021,Male,45 - 49 years,60.1
HSPAO11,GP visit in last 12 months,2021,Male,50 - 54 years,64.5
HSPAO11,GP visit in last 12 months,2021,Male,55 - 59 years,69.6
HSPAO11,GP visit in last 12 months,2021,Male,60 - 64 years,75.8
HSPAO11,GP visit in last 12 months,2021,Male,65 - 69 years,80.8
HSPAO11,GP visit in last 12 months,2021,Male,70 - 74 years,87.7
HSPAO11,GP visit in last 12 months,2021,Male,75 years and over,87.4
HSPAO11,GP visit in last 12 months,2021,Female,15 - 19 years,67.1
HSPAO11,GP visit in last 12 months,2021,Female,20 - 24 years,70.3
HSPAO11,GP visit in last 12 months,2021,Female,25 - 29 years,72.2
HSPAO11,GP visit in last 12 months,2021,Female,30 - 34 years,66
HSPAO11,GP visit in last 12 months,2021,Female,35 - 39 years,71.9
HSPAO11,GP visit in last 12 months,2021,Female,40 - 44 years,62.9
HSPAO11,GP visit in last 12 months,2021,Female,45 - 49 years,69.9
HSPAO11,GP visit in last 12 months,2021,Female,50 - 54 years,70.2
HSPAO11,GP visit in last 12 months,2021,Female,55 - 59 years,73.3
HSPAO11,GP visit in last 12 months,2021,Female,60 - 64 years,81.7
HSPAO11,GP visit in last 12 months,2021,Female,65 - 69 years,83.1
HSPAO11,GP visit in last 12 months,2021,Female,70 - 74 years,84
HSPAO11,GP visit in last 12 months,2021,Female,75 years and over,85
HSPAO11,GP visit in last 12 months,2022,Male,15 - 19 years,52.5
HSPAO11,GP visit in last 12 months,2022,Male,20 - 24 years,53.7
HSPAO11,GP visit in last 12 months,2022,Male,25 - 29 years,50.8
HSPAO11,GP visit in last 12 months,2022,Male,30 - 34 years,52.3
HSPAO11,GP visit in last 12 months,2022,Male,35 - 39 years,54.6
HSPAO11,GP visit in last 12 months,2022,Male,40 - 44 years,54.3
HSPAO11,GP visit in last 12 months,2022,Male,45 - 49 years,62.7
HSPAO11,GP visit in last 12 months,2022,Male,50 - 54 years,68.6
HSPAO11,GP visit in last 12 months,2022,Male,55 - 59 years,71.8
HSPAO11,GP visit in last 12 months,2022,Male,60 - 64 years,74.4
HSPAO11,GP visit in last 12 months,2022,Male,65 - 69 years,87.6
HSPAO11,GP visit in last 12 months,2022,Male,70 - 74 years,82
HSPAO11,GP visit in last 12 months,2022,Male,75 years and over,93.7
HSPAO11,GP visit in last 12 months,2022,Female,15 - 19 years,64.2
HSPAO11,GP visit in last 12 months,2022,Female,20 - 24 years,81.7
HSPAO11,GP visit in last 12 months,2022,Female,25 - 29 years,73.5
HSPAO11,GP visit in last 12 months,2022,Female,30 - 34 years,78.8
HSPAO11,GP visit in last 12 months,2022,Female,35 - 39 years,75.6
HSPAO11,GP visit in last 12 months,2022,Female,40 - 44 years,71.8
HSPAO11,GP visit in last 12 months,2022,Female,45 - 49 years,75.3
HSPAO11,GP visit in last 12 months,2022,Female,50 - 54 years,76.7
HSPAO11,GP visit in last 12 months,2022,Female,55 - 59 years,80.2
HSPAO11,GP visit in last 12 months,2022,Female,60 - 64 years,82.6
HSPAO11,GP visit in last 12 months,2022,Female,65 - 69 years,84.4
HSPAO11,GP visit in last 12 months,2022,Female,70 - 74 years,84.3
HSPAO11,GP visit in last 12 months,2022,Female,75 years and over,95
